museum,museumLabel,year,visitors
http://www.wikidata.org/entity/Q3329594,Музей современного искусства Валь-де-Марна,2010,75493
http://www.wikidata.org/entity/Q3329594,Музей современного искусства Валь-де-Марна,2011,68428
http://www.wikidata.org/entity/Q3329594,Музей современного искусства Валь-де-Марна,2012,68620
http://www.wikidata.org/entity/Q3329594,Музей современного искусства Валь-де-Марна,2013,67238
http://www.wikidata.org/entity/Q3329594,Музей современного искусства Валь-де-Марна,2014,66662
http://www.wikidata.org/entity/Q3329594,Музей современного искусства Валь-де-Марна,2015,70306
http://www.wikidata.org/entity/Q3329594,Музей современного искусства Валь-де-Марна,2016,68383
http://www.wikidata.org/entity/Q3329594,Музей современного искусства Валь-де-Марна,2017,68967
http://www.wikidata.org/entity/Q3329594,Музей современного искусства Валь-де-Марна,2018,60762
http://www.wikidata.org/entity/Q3329594,Музей современного искусства Валь-де-Марна,2019,55684
http://www.wikidata.org/entity/Q1954314,Музей современного искусства Доннареджина,2019,2500
http://www.wikidata.org/entity/Q1954314,Музей современного искусства Доннареджина,2020,24700
http://www.wikidata.org/entity/Q1954314,Музей современного искусства Доннареджина,2022,62806
http://www.wikidata.org/entity/Q913672,Музей современного искусства Сан-Франциско,2012,632519
http://www.wikidata.org/entity/Q642603,Музей современного искусства Тренто и Роверето,2018,142266
http://www.wikidata.org/entity/Q642603,Музей современного искусства Тренто и Роверето,2019,92360
http://www.wikidata.org/entity/Q642603,Музей современного искусства Тренто и Роверето,2020,50214
http://www.wikidata.org/entity/Q642603,Музей современного искусства Тренто и Роверето,2021,83259
http://www.wikidata.org/entity/Q642603,Музей современного искусства Тренто и Роверето,2022,115976
http://www.wikidata.org/entity/Q2790359,Музей современного искусства в замке Риволи,2019,127632
http://www.wikidata.org/entity/Q2790359,Музей современного искусства в замке Риволи,2020,38839
http://www.wikidata.org/entity/Q2790359,Музей современного искусства в замке Риволи,2021,42984
http://www.wikidata.org/entity/Q2790359,Музей современного искусства в замке Риволи,2022,301453
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2001,86411
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2002,80012
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2003,78964
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2004,180652
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2005,118738
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2006,34627
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2007,48346
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2008,33265
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2009,39215
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2010,88762
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2011,186774
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2012,156118
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2013,151887
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2014,141015
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2015,141081
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2016,268655
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2017,135790
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2018,131772
http://www.wikidata.org/entity/Q1607765,Музей современного искусства метрополии Лилля,2019,193800
http://www.wikidata.org/entity/Q2353030,Музей старого и нового искусства,2018,347000
http://www.wikidata.org/entity/Q3867986,Музей стекла (Мурано),2018,186873
http://www.wikidata.org/entity/Q3867986,Музей стекла (Мурано),2019,161887
http://www.wikidata.org/entity/Q3867986,Музей стекла (Мурано),2020,36375
http://www.wikidata.org/entity/Q3867986,Музей стекла (Мурано),2021,49169
http://www.wikidata.org/entity/Q3867986,Музей стекла (Мурано),2022,151427
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2001,40214
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2002,33777
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2003,37817
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2004,37047
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2005,34109
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2006,37484
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2007,38662
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2008,58960
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2009,34371
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2010,36024
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2011,33520
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2012,43953
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2013,38554
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2014,38274
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2015,38628
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2016,47860
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2017,47545
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2018,51959
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2019,51874
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2020,21200
http://www.wikidata.org/entity/Q847007,Музей строительства Нотр-Дам (Страсбург),2021,26475
http://www.wikidata.org/entity/Q51099,Музей театра Ла Скала,2018,260478
http://www.wikidata.org/entity/Q51099,Музей театра Ла Скала,2019,272254
http://www.wikidata.org/entity/Q51099,Музей театра Ла Скала,2020,36107
http://www.wikidata.org/entity/Q51099,Музей театра Ла Скала,2021,61364
http://www.wikidata.org/entity/Q51099,Музей театра Ла Скала,2022,236400
http://www.wikidata.org/entity/Q673833,Музей фонда Бейелер,2016,332000
http://www.wikidata.org/entity/Q673833,Музей фонда Бейелер,2021,308822
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2001,48895
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2002,48056
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2003,48395
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2004,56116
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2005,55182
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2006,42645
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2007,59506
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2008,50104
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2009,62194
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2010,47115
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2011,67950
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2012,54590
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2013,44111
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2014,55221
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2015,40652
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2016,40365
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2017,42584
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2018,39227
http://www.wikidata.org/entity/Q3277928,Музей школы Нанси,2019,43521
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2001,133996
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2002,143811
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2003,149861
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2004,130204
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2005,119456
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2006,124155
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2007,85629
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2008,124682
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2009,196071
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2010,147675
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2011,246418
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2012,188183
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2013,199221
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2014,170623
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2015,379794
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2016,274159
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2017,250816
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2018,258282
http://www.wikidata.org/entity/Q1094302,Музыкоград (Париж),2019,413029
http://www.wikidata.org/entity/Q4306979,"Мультимедиа Арт Музей, Москва",2021,2242405
http://www.wikidata.org/entity/Q795228,Национальная галерея Австралии,2021,455558
http://www.wikidata.org/entity/Q1464509,Национальная галерея Виктории,2018,3200134
http://www.wikidata.org/entity/Q1464509,Национальная галерея Виктории,2019,3033134
http://www.wikidata.org/entity/Q1464509,Национальная галерея Виктории,2021,801699
http://www.wikidata.org/entity/Q1080108,Национальная галерея Марке,2018,201456
http://www.wikidata.org/entity/Q1080108,Национальная галерея Марке,2019,272521
http://www.wikidata.org/entity/Q1080108,Национальная галерея Марке,2020,106001
http://www.wikidata.org/entity/Q1080108,Национальная галерея Марке,2021,105454
http://www.wikidata.org/entity/Q1080108,Национальная галерея Марке,2022,163194
http://www.wikidata.org/entity/Q6970475,Национальная галерея Сингапура,2018,1803340
http://www.wikidata.org/entity/Q6970475,Национальная галерея Сингапура,2019,1817335
http://www.wikidata.org/entity/Q6970475,Национальная галерея Сингапура,2021,748526
http://www.wikidata.org/entity/Q942713,Национальная галерея Шотландии,2015,1377710
http://www.wikidata.org/entity/Q942713,Национальная галерея Шотландии,2021,660741
http://www.wikidata.org/entity/Q214867,Национальная галерея искусства,2015,4104331
http://www.wikidata.org/entity/Q214867,Национальная галерея искусства,2016,4261391
http://www.wikidata.org/entity/Q214867,Национальная галерея искусства,2018,4404212
http://www.wikidata.org/entity/Q214867,Национальная галерея искусства,2019,4074403
http://www.wikidata.org/entity/Q214867,Национальная галерея искусства,2021,1704606
http://www.wikidata.org/entity/Q1492387,Национальная галерея современного искусства (Рим),2015,138140
http://www.wikidata.org/entity/Q1492387,Национальная галерея современного искусства (Рим),2018,213820
http://www.wikidata.org/entity/Q1492387,Национальная галерея современного искусства (Рим),2019,190604
http://www.wikidata.org/entity/Q1492387,Национальная галерея современного искусства (Рим),2020,61524
http://www.wikidata.org/entity/Q1492387,Национальная галерея современного искусства (Рим),2021,81021
http://www.wikidata.org/entity/Q1492387,Национальная галерея современного искусства (Рим),2022,237042
http://www.wikidata.org/entity/Q1492387,Национальная галерея современного искусства (Рим),2022,204152
http://www.wikidata.org/entity/Q2266081,Национальная галерея старинного искусства,2018,141183
http://www.wikidata.org/entity/Q2266081,Национальная галерея старинного искусства,2019,142924
http://www.wikidata.org/entity/Q2266081,Национальная галерея старинного искусства,2020,52117
http://www.wikidata.org/entity/Q2266081,Национальная галерея старинного искусства,2021,88723
http://www.wikidata.org/entity/Q2266081,Национальная галерея старинного искусства,2022,192459
http://www.wikidata.org/entity/Q2087788,Национальная картинная галерея Армении,2005,65000
http://www.wikidata.org/entity/Q2087788,Национальная картинная галерея Армении,2016,80300
http://www.wikidata.org/entity/Q1103550,Национальная пинакотека Болоньи,2018,76058
http://www.wikidata.org/entity/Q1103550,Национальная пинакотека Болоньи,2019,93596
http://www.wikidata.org/entity/Q1103550,Национальная пинакотека Болоньи,2020,15573
http://www.wikidata.org/entity/Q1103550,Национальная пинакотека Болоньи,2021,26009
http://www.wikidata.org/entity/Q1103550,Национальная пинакотека Болоньи,2022,86192
http://www.wikidata.org/entity/Q238587,Национальная портретная галерея,2014,2006000
http://www.wikidata.org/entity/Q238587,Национальная портретная галерея,2015,2145486
http://www.wikidata.org/entity/Q238587,Национальная портретная галерея,2016,1949330
http://www.wikidata.org/entity/Q238587,Национальная портретная галерея,2018,1586451
http://www.wikidata.org/entity/Q238587,Национальная портретная галерея,2019,1634934
http://www.wikidata.org/entity/Q1967614,Национальная портретная галерея,2021,329683
http://www.wikidata.org/entity/Q2441562,Национальная портретная галерея Шотландии,2015,312877
http://www.wikidata.org/entity/Q290549,Национальные музей и галерея Каподимонте,2018,188009
http://www.wikidata.org/entity/Q290549,Национальные музей и галерея Каподимонте,2019,252770
http://www.wikidata.org/entity/Q290549,Национальные музей и галерея Каподимонте,2020,76240
http://www.wikidata.org/entity/Q290549,Национальные музей и галерея Каподимонте,2021,105307
http://www.wikidata.org/entity/Q290549,Национальные музей и галерея Каподимонте,2022,186351
http://www.wikidata.org/entity/Q3867697,Национальный археологический музей,2018,30986
http://www.wikidata.org/entity/Q3867697,Национальный археологический музей,2019,29431
http://www.wikidata.org/entity/Q3867697,Национальный археологический музей,2020,9473
http://www.wikidata.org/entity/Q3867697,Национальный археологический музей,2021,13637
http://www.wikidata.org/entity/Q3867697,Национальный археологический музей,2022,21235
http://www.wikidata.org/entity/Q3867709,Национальный археологический музей Марке,2018,12714
http://www.wikidata.org/entity/Q3867709,Национальный археологический музей Марке,2019,16752
http://www.wikidata.org/entity/Q3867709,Национальный археологический музей Марке,2020,3696
http://www.wikidata.org/entity/Q3867709,Национальный археологический музей Марке,2021,3524
http://www.wikidata.org/entity/Q3867709,Национальный археологический музей Марке,2022,10399
http://www.wikidata.org/entity/Q3867709,Национальный археологический музей Марке,2023,17300
http://www.wikidata.org/entity/Q15961522,Национальный археологический музей Тарквинии,2018,49572
http://www.wikidata.org/entity/Q15961522,Национальный археологический музей Тарквинии,2019,40480
http://www.wikidata.org/entity/Q15961522,Национальный археологический музей Тарквинии,2020,11108
http://www.wikidata.org/entity/Q15961522,Национальный археологический музей Тарквинии,2021,19736
http://www.wikidata.org/entity/Q15961522,Национальный археологический музей Тарквинии,2022,31692
http://www.wikidata.org/entity/Q195311,Национальный музей,2021,679729
http://www.wikidata.org/entity/Q3330090,Национальный музей Виллы Гуиниджи,2018,5574
http://www.wikidata.org/entity/Q3330090,Национальный музей Виллы Гуиниджи,2019,4899
http://www.wikidata.org/entity/Q3330090,Национальный музей Виллы Гуиниджи,2020,1292
http://www.wikidata.org/entity/Q3330090,Национальный музей Виллы Гуиниджи,2021,2428
http://www.wikidata.org/entity/Q3330090,Национальный музей Виллы Гуиниджи,2022,5180
http://www.wikidata.org/entity/Q1929750,Национальный музей Камбоджи,2006,100000
http://www.wikidata.org/entity/Q3868429,Национальный музей Равенны,2018,26813
http://www.wikidata.org/entity/Q3868429,Национальный музей Равенны,2019,40383
http://www.wikidata.org/entity/Q3868429,Национальный музей Равенны,2020,6355
http://www.wikidata.org/entity/Q3868429,Национальный музей Равенны,2021,5772
http://www.wikidata.org/entity/Q3868429,Национальный музей Равенны,2022,20577
http://www.wikidata.org/entity/Q3329345,Национальный музей Сан-Мартино,2018,140133
http://www.wikidata.org/entity/Q3329345,Национальный музей Сан-Мартино,2019,128432
http://www.wikidata.org/entity/Q3329345,Национальный музей Сан-Мартино,2020,33165
http://www.wikidata.org/entity/Q3329345,Национальный музей Сан-Мартино,2021,53013
http://www.wikidata.org/entity/Q3329345,Национальный музей Сан-Мартино,2022,139671
http://www.wikidata.org/entity/Q46812,Национальный музей африканского искусства,2015,213000
http://www.wikidata.org/entity/Q153306,Национальный музей в Варшаве,2015,337629
http://www.wikidata.org/entity/Q15055388,Национальный музей вилла Джулия,2018,82376
http://www.wikidata.org/entity/Q15055388,Национальный музей вилла Джулия,2019,83632
http://www.wikidata.org/entity/Q15055388,Национальный музей вилла Джулия,2020,22295
http://www.wikidata.org/entity/Q15055388,Национальный музей вилла Джулия,2021,29984
http://www.wikidata.org/entity/Q15055388,Национальный музей вилла Джулия,2022,61327
http://www.wikidata.org/entity/Q1362629,Национальный музей западного искусства,2018,1368703
http://www.wikidata.org/entity/Q1362629,Национальный музей западного искусства,2019,1587363
http://www.wikidata.org/entity/Q2338135,Национальный музей изобразительных искусств,,324312
http://www.wikidata.org/entity/Q1954370,Национальный музей изящных искусств,2012,135726
http://www.wikidata.org/entity/Q1881229,Национальный музей искусств XXI века,2018,429500
http://www.wikidata.org/entity/Q1881229,Национальный музей искусств XXI века,2019,429900
http://www.wikidata.org/entity/Q1881229,Национальный музей искусств XXI века,2020,84624
http://www.wikidata.org/entity/Q1881229,Национальный музей искусств XXI века,2021,194098
http://www.wikidata.org/entity/Q1881229,Национальный музей искусств XXI века,2022,301445
http://www.wikidata.org/entity/Q861252,Национальный музей искусства Каталонии,2012,466600
http://www.wikidata.org/entity/Q861252,Национальный музей искусства Каталонии,2013,653917
http://www.wikidata.org/entity/Q861252,Национальный музей искусства Каталонии,2014,718000
http://www.wikidata.org/entity/Q861252,Национальный музей искусства Каталонии,2019,837700
http://www.wikidata.org/entity/Q1132918,"Национальный музей искусства, архитектуры и дизайна",2017,602546
http://www.wikidata.org/entity/Q3336910,Национальный музей мексиканского искусства,2012,150318
http://www.wikidata.org/entity/Q3336910,Национальный музей мексиканского искусства,2013,136451
http://www.wikidata.org/entity/Q3336910,Национальный музей мексиканского искусства,2014,131219
http://www.wikidata.org/entity/Q3336910,Национальный музей мексиканского искусства,2015,158895
http://www.wikidata.org/entity/Q27207690,Национальный музей современного искусства,2021,937484
http://www.wikidata.org/entity/Q1359908,Национальный музей современного искусства,2021,355023
http://www.wikidata.org/entity/Q1359908,Национальный музей современного искусства,2021,307202
http://www.wikidata.org/entity/Q1055628,Национальный музей современного искусства (Киото),2016,326288
http://www.wikidata.org/entity/Q212459,Национальный музей старинного искусства,2022,98626
http://www.wikidata.org/entity/Q2584571,Национальный художественный музей Республики Беларусь,2012,215800
http://www.wikidata.org/entity/Q1362638,Национальный центр искусств,2009,994307
http://www.wikidata.org/entity/Q1362638,Национальный центр искусств,2013,2039947
http://www.wikidata.org/entity/Q1362638,Национальный центр искусств,2014,2384415
http://www.wikidata.org/entity/Q1362638,Национальный центр искусств,2015,2466311
http://www.wikidata.org/entity/Q1362638,Национальный центр искусств,2016,2623156
http://www.wikidata.org/entity/Q1362638,Национальный центр искусств,2018,2717565
http://www.wikidata.org/entity/Q1362638,Национальный центр искусств,2019,1921526
http://www.wikidata.org/entity/Q1362638,Национальный центр искусств,2021,881733
http://www.wikidata.org/entity/Q170152,Новая пинакотека,2016,218930
http://www.wikidata.org/entity/Q1200696,Опера-дель-Дуомо,2018,1287658
http://www.wikidata.org/entity/Q1200696,Опера-дель-Дуомо,2019,1228668
http://www.wikidata.org/entity/Q1200696,Опера-дель-Дуомо,2020,343124
http://www.wikidata.org/entity/Q1200696,Опера-дель-Дуомо,2022,1124358
http://www.wikidata.org/entity/Q866498,Палатинская галерея,2013,386993
http://www.wikidata.org/entity/Q866498,Палатинская галерея,2016,400626
http://www.wikidata.org/entity/Q866498,Палатинская галерея,2018,734571
http://www.wikidata.org/entity/Q866498,Палатинская галерея,2019,777219
http://www.wikidata.org/entity/Q1094986,Палаццо Альтемпс,2018,78656
http://www.wikidata.org/entity/Q1094986,Палаццо Альтемпс,2019,63212
http://www.wikidata.org/entity/Q1094986,Палаццо Альтемпс,2020,21906
http://www.wikidata.org/entity/Q1094986,Палаццо Альтемпс,2021,25796
http://www.wikidata.org/entity/Q1094986,Палаццо Альтемпс,2022,49635
http://www.wikidata.org/entity/Q925271,Палаццо Барбаран да Порто,2018,32348
http://www.wikidata.org/entity/Q925271,Палаццо Барбаран да Порто,2019,25833
http://www.wikidata.org/entity/Q925271,Палаццо Барбаран да Порто,2020,5000
http://www.wikidata.org/entity/Q925271,Палаццо Барбаран да Порто,2021,8960
http://www.wikidata.org/entity/Q925271,Палаццо Барбаран да Порто,2022,19878
http://www.wikidata.org/entity/Q55674421,Палаццо Блю,2018,116700
http://www.wikidata.org/entity/Q55674421,Палаццо Блю,2019,98109
http://www.wikidata.org/entity/Q55674421,Палаццо Блю,2020,37457
http://www.wikidata.org/entity/Q55674421,Палаццо Блю,2021,61838
http://www.wikidata.org/entity/Q55674421,Палаццо Блю,2022,145071
http://www.wikidata.org/entity/Q3388588,Палаццо Вителли-алла-Канноньера,2018,7506
http://www.wikidata.org/entity/Q3388588,Палаццо Вителли-алла-Канноньера,2019,7983
http://www.wikidata.org/entity/Q3388588,Палаццо Вителли-алла-Канноньера,2020,4251
http://www.wikidata.org/entity/Q3388588,Палаццо Вителли-алла-Канноньера,2021,7982
http://www.wikidata.org/entity/Q3388588,Палаццо Вителли-алла-Канноньера,2022,8268
http://www.wikidata.org/entity/Q2898082,Палаццо Гримани ди Санта Мария Формоза,2018,20225
http://www.wikidata.org/entity/Q2898082,Палаццо Гримани ди Санта Мария Формоза,2019,40160
http://www.wikidata.org/entity/Q2898082,Палаццо Гримани ди Санта Мария Формоза,2020,11260
http://www.wikidata.org/entity/Q2898082,Палаццо Гримани ди Санта Мария Формоза,2021,31389
http://www.wikidata.org/entity/Q2898082,Палаццо Гримани ди Санта Мария Формоза,2022,56048
http://www.wikidata.org/entity/Q1635704,Палаццо Дукале,2020,78732
http://www.wikidata.org/entity/Q1635704,Палаццо Дукале,2021,122202
http://www.wikidata.org/entity/Q1635704,Палаццо Дукале,2022,244385
http://www.wikidata.org/entity/Q3891147,Палаццо Д’Арко,2018,13299
http://www.wikidata.org/entity/Q3891147,Палаццо Д’Арко,2019,17600
http://www.wikidata.org/entity/Q3891147,Палаццо Д’Арко,2022,16915
http://www.wikidata.org/entity/Q3891121,Палаццо Зеваллос-Стильяно,2021,64520
http://www.wikidata.org/entity/Q1971299,Палаццо Колонна,2018,35000
http://www.wikidata.org/entity/Q1971299,Палаццо Колонна,2019,28000
http://www.wikidata.org/entity/Q1971299,Палаццо Колонна,2020,7524
http://www.wikidata.org/entity/Q1971299,Палаццо Колонна,2021,24000
http://www.wikidata.org/entity/Q3757774,Палаццо Леони Монтанари,2018,50628
http://www.wikidata.org/entity/Q3757774,Палаццо Леони Монтанари,2019,80000
http://www.wikidata.org/entity/Q3757774,Палаццо Леони Монтанари,2020,22000
http://www.wikidata.org/entity/Q3757774,Палаццо Леони Монтанари,2021,15820
http://www.wikidata.org/entity/Q822085,Палаццо Пилотта,2019,141583
http://www.wikidata.org/entity/Q822085,Палаццо Пилотта,2020,60666
http://www.wikidata.org/entity/Q822085,Палаццо Пилотта,2021,69692
http://www.wikidata.org/entity/Q822085,Палаццо Пилотта,2022,130431
http://www.wikidata.org/entity/Q29286,Палаццо Питти,2020,198270
http://www.wikidata.org/entity/Q29286,Палаццо Питти,2021,239309
http://www.wikidata.org/entity/Q29286,Палаццо Питти,2022,650612
http://www.wikidata.org/entity/Q1276962,Палаццо Скифанойя,2020,17080
http://www.wikidata.org/entity/Q1276962,Палаццо Скифанойя,2021,31397
http://www.wikidata.org/entity/Q1276962,Палаццо Скифанойя,2022,57816
http://www.wikidata.org/entity/Q898904,Палаццо Тьене,2022,17329
http://www.wikidata.org/entity/Q143463,Папский дворец,2018,616210
http://www.wikidata.org/entity/Q143463,Папский дворец,2023,774325
http://www.wikidata.org/entity/Q157298,Пергамский музей,2008,1298000
http://www.wikidata.org/entity/Q157298,Пергамский музей,2009,1093000
http://www.wikidata.org/entity/Q157298,Пергамский музей,2010,1035000
http://www.wikidata.org/entity/Q157298,Пергамский музей,2011,1305000
http://www.wikidata.org/entity/Q157298,Пергамский музей,2012,1410000
http://www.wikidata.org/entity/Q157298,Пергамский музей,2013,1260000
http://www.wikidata.org/entity/Q157298,Пергамский музей,2014,995000
http://www.wikidata.org/entity/Q157298,Пергамский музей,2015,750000
http://www.wikidata.org/entity/Q157298,Пергамский музей,2016,739000
http://www.wikidata.org/entity/Q157298,Пергамский музей,2017,751000
http://www.wikidata.org/entity/Q1085811,Пинакотека Амброзиана,2018,77103
http://www.wikidata.org/entity/Q1085811,Пинакотека Амброзиана,2019,116099
http://www.wikidata.org/entity/Q1085811,Пинакотека Амброзиана,2020,23267
http://www.wikidata.org/entity/Q1085811,Пинакотека Амброзиана,2021,28100
http://www.wikidata.org/entity/Q1085811,Пинакотека Амброзиана,2022,88972
http://www.wikidata.org/entity/Q975240,Пинакотека Аньелли,2019,59563
http://www.wikidata.org/entity/Q975240,Пинакотека Аньелли,2020,22039
http://www.wikidata.org/entity/Q975240,Пинакотека Аньелли,2021,31895
http://www.wikidata.org/entity/Q975240,Пинакотека Аньелли,2022,103451
http://www.wikidata.org/entity/Q150066,Пинакотека Брера,2018,386415
http://www.wikidata.org/entity/Q150066,Пинакотека Брера,2019,417976
http://www.wikidata.org/entity/Q150066,Пинакотека Брера,2020,111727
http://www.wikidata.org/entity/Q150066,Пинакотека Брера,2021,146370
http://www.wikidata.org/entity/Q150066,Пинакотека Брера,2022,397082
http://www.wikidata.org/entity/Q16335902,Пинакотека Де Ниттиса,2019,14538
http://www.wikidata.org/entity/Q16335902,Пинакотека Де Ниттиса,2020,6844
http://www.wikidata.org/entity/Q16335902,Пинакотека Де Ниттиса,2021,6126
http://www.wikidata.org/entity/Q16335902,Пинакотека Де Ниттиса,2022,17088
http://www.wikidata.org/entity/Q160112,Прадо,2011,2900000
http://www.wikidata.org/entity/Q160112,Прадо,2015,2696666
http://www.wikidata.org/entity/Q160112,Прадо,2018,3672853
http://www.wikidata.org/entity/Q160112,Прадо,2019,3497345
http://www.wikidata.org/entity/Q160112,Прадо,2021,1175296
http://www.wikidata.org/entity/Q1419555,Пражская национальная галерея,2016,712619
http://www.wikidata.org/entity/Q1419555,Пражская национальная галерея,2020,282800
http://www.wikidata.org/entity/Q3868176,Региональный музей Палаццо Белломо,2018,22591
http://www.wikidata.org/entity/Q3868176,Региональный музей Палаццо Белломо,2019,19898
http://www.wikidata.org/entity/Q3868176,Региональный музей Палаццо Белломо,2020,6484
http://www.wikidata.org/entity/Q3868176,Региональный музей Палаццо Белломо,2021,6992
http://www.wikidata.org/entity/Q3868176,Региональный музей Палаццо Белломо,2022,19630
http://www.wikidata.org/entity/Q190804,Рейксмюсеум,2011,1000000
http://www.wikidata.org/entity/Q190804,Рейксмюсеум,2013,2200000
http://www.wikidata.org/entity/Q190804,Рейксмюсеум,2014,2450000
http://www.wikidata.org/entity/Q190804,Рейксмюсеум,2015,2345666
http://www.wikidata.org/entity/Q190804,Рейксмюсеум,2016,2259987
http://www.wikidata.org/entity/Q190804,Рейксмюсеум,2018,2300000
http://www.wikidata.org/entity/Q190804,Рейксмюсеум,2019,2700000
http://www.wikidata.org/entity/Q190804,Рейксмюсеум,2021,625000
http://www.wikidata.org/entity/Q190804,Рейксмюсеум,2024,2406210
http://www.wikidata.org/entity/Q2669644,Римский музей современного искусства,2018,142380
http://www.wikidata.org/entity/Q16693441,Рязанский государственный областной художественный музей им. И. П. Пожалостина,2011,46600
http://www.wikidata.org/entity/Q13453137,Сан-Марко (Флоренция),2018,142742
http://www.wikidata.org/entity/Q13453137,Сан-Марко (Флоренция),2019,143077
http://www.wikidata.org/entity/Q13453137,Сан-Марко (Флоренция),2020,30124
http://www.wikidata.org/entity/Q13453137,Сан-Марко (Флоренция),2021,41995
http://www.wikidata.org/entity/Q13453137,Сан-Марко (Флоренция),2022,86369
