museumLabel,inceptionYear,countryLabel,visitors,area,socialFollowers
Diocesan Museum of the Cathedral and Etruscan Tunnels,1932,Италия,6368,300,
Diocesan Museum of the Cathedral and Etruscan Tunnels,1932,Италия,6368,318,
Diocesan Museum of the Cathedral and Etruscan Tunnels,1932,Италия,7188,300,
Diocesan Museum of the Cathedral and Etruscan Tunnels,1932,Италия,7188,318,
Diocesan Museum of the Cathedral and Etruscan Tunnels,1932,Италия,8731,300,
Diocesan Museum of the Cathedral and Etruscan Tunnels,1932,Италия,8731,318,
Diocesan Museum of the Cathedral and Etruscan Tunnels,1932,Италия,11584,300,
Diocesan Museum of the Cathedral and Etruscan Tunnels,1932,Италия,11584,318,
Tridentine Diocesan Museum,1903,Италия,57088,1682,2620
"""Mons. Aurelio Sorrentino"" Diocesan Museum",2010,Италия,2000,500,
"""Mons. Aurelio Sorrentino"" Diocesan Museum",2010,Италия,3000,500,
"""Mons. Aurelio Sorrentino"" Diocesan Museum",2010,Италия,4000,500,
"""Mons. Aurelio Sorrentino"" Diocesan Museum",2010,Италия,1500,500,
Museo del Paesaggio,1909,Италия,6970,1485,
Museo del Paesaggio,1909,Италия,1592,1485,
Museo del Paesaggio,1909,Италия,3971,1485,
Museo del Paesaggio,1909,Италия,5585,1485,
Museo della Basilica di Santa Maria delle Grazie,1864,Италия,547,350,
Museo della Basilica di Santa Maria delle Grazie,1864,Италия,2048,350,
Museo della Basilica di Santa Maria delle Grazie,1864,Италия,2903,350,
Museo della Basilica di Santa Maria delle Grazie,1864,Италия,3037,350,
Museo della Basilica di Santa Maria delle Grazie,1864,Италия,4882,350,
Museo della Certosa,1892,Италия,12140,8000,
Museo della Certosa,1892,Италия,12140,723,
Museo della Certosa,1892,Италия,15667,8000,
Museo della Certosa,1892,Италия,15667,723,
Museo della Porziuncola,1920,Италия,4040,600,
Museo della Porziuncola,1920,Италия,4040,658,
Museo della Porziuncola,1920,Италия,3892,600,
Museo della Porziuncola,1920,Италия,3892,658,
Museo della Porziuncola,1920,Италия,5173,600,
Museo della Porziuncola,1920,Италия,5173,658,
Museo della Porziuncola,1920,Италия,6458,600,
Museo della Porziuncola,1920,Италия,6458,658,
Museo della Porziuncola,1920,Италия,8085,600,
Museo della Porziuncola,1920,Италия,8085,658,
Museo della Società di esecutori di pie disposizioni,1937,Италия,100,150,
Museo della Società di esecutori di pie disposizioni,1937,Италия,500,150,
Museo della Società di esecutori di pie disposizioni,1937,Италия,100,175,
Museo della Società di esecutori di pie disposizioni,1937,Италия,500,175,
Museo della Società di esecutori di pie disposizioni,1937,Италия,2100,150,
Museo della Società di esecutori di pie disposizioni,1937,Италия,2100,175,
Museo della Società di esecutori di pie disposizioni,1938,Италия,100,150,
Museo della Società di esecutori di pie disposizioni,1938,Италия,500,150,
Museo della Società di esecutori di pie disposizioni,1938,Италия,100,175,
Museo della Società di esecutori di pie disposizioni,1938,Италия,500,175,
Museo della Società di esecutori di pie disposizioni,1938,Италия,2100,150,
Museo della Società di esecutori di pie disposizioni,1938,Италия,2100,175,
Museo della Certosa,1892,Италия,33427,8000,
Museo della Certosa,1892,Италия,33427,723,
Museo della Certosa,1892,Италия,34791,8000,
Museo della Certosa,1892,Италия,34791,723,
Museo della vetrata,2003,Италия,800,100,
Museo della vetrata,2003,Италия,800,220,
Museo della vetrata,2003,Италия,900,100,
Museo della vetrata,2003,Италия,900,220,
Museo della vetrata,2003,Италия,1100,100,
Museo della vetrata,2003,Италия,1100,220,
Museo della vetrata,2003,Италия,2500,100,
Museo della vetrata,2003,Италия,2500,220,
Museo della vetrata,2003,Италия,3300,100,
Museo della vetrata,2003,Италия,3300,220,
Музей стекла (Мурано),1861,Италия,151427,754,2199
Музей стекла (Мурано),1861,Италия,151427,789,2199
Museo delle arti di palazzo Bandera,1999,Италия,500,100,
Museo delle arti di palazzo Bandera,1999,Италия,500,150,
Museo delle arti di palazzo Bandera,1999,Италия,1200,100,
Museo delle arti di palazzo Bandera,1999,Италия,1200,150,
Museo delle arti di palazzo Bandera,1999,Италия,1500,100,
Museo delle arti di palazzo Bandera,1999,Италия,650,100,
Museo delle arti di palazzo Bandera,1999,Италия,650,150,
Museo della Certosa,1892,Италия,52646,8000,
Museo della Certosa,1892,Италия,52646,723,
Museum of Farnese Garments,1998,Италия,700,600,
Museum of Farnese Garments,1998,Италия,700,550,
Museum of Farnese Garments,1998,Италия,1300,600,
Museum of Farnese Garments,1998,Италия,1300,550,
Museum of Farnese Garments,1998,Италия,2500,600,
Museum of Farnese Garments,1998,Италия,2600,600,
Museum of Farnese Garments,1998,Италия,2500,550,
Museum of Farnese Garments,1998,Италия,2600,550,
Museum of Farnese Garments,1998,Италия,1350,600,
Museum of Farnese Garments,1998,Италия,1350,550,
Музей стекла (Мурано),1861,Италия,161887,754,2199
Музей стекла (Мурано),1861,Италия,161887,789,2199
Treasure Museum of the basilica of Saint Francis in Assisi,1926,Италия,92000,523,
Музей стекла (Мурано),1861,Италия,36375,754,2199
Музей стекла (Мурано),1861,Италия,36375,789,2199
Музей стекла (Мурано),1861,Италия,186873,754,2199
Музей стекла (Мурано),1861,Италия,186873,789,2199
Музей стекла (Мурано),1861,Италия,49169,754,2199
Музей стекла (Мурано),1861,Италия,49169,789,2199
Santuario Montevergine,2000,Италия,10000,1250,
Santuario Montevergine,2000,Италия,3000,1250,
Santuario Montevergine,2000,Италия,3500,1250,
Treasure of the Cathedral of Genoa,1892,Италия,8660,200,
Treasure of the Cathedral of Genoa,1892,Италия,8660,147,
Treasure of the Cathedral of Genoa,1892,Италия,1562,200,
Treasure of the Cathedral of Genoa,1892,Италия,1562,147,
Treasure of the Cathedral of Genoa,1892,Италия,3471,200,
Treasure of the Cathedral of Genoa,1892,Италия,3471,147,
Treasure of the Cathedral of Genoa,1892,Италия,9856,200,
Treasure of the Cathedral of Genoa,1892,Италия,9856,147,
Etruscan Academy Museum of the City of Cortona,1727,Италия,9269,2000,
Etruscan Academy Museum of the City of Cortona,1727,Италия,9269,2975,
Etruscan Academy Museum of the City of Cortona,1727,Италия,17595,2000,
Etruscan Academy Museum of the City of Cortona,1727,Италия,17595,2975,
Etruscan Academy Museum of the City of Cortona,1727,Италия,23928,2000,
Etruscan Academy Museum of the City of Cortona,1727,Италия,23928,2975,
Etruscan Academy Museum of the City of Cortona,1727,Италия,25328,2000,
Etruscan Academy Museum of the City of Cortona,1727,Италия,25328,2975,
Etruscan Academy Museum of the City of Cortona,1727,Италия,25978,2000,
Etruscan Academy Museum of the City of Cortona,1727,Италия,25978,2975,
Museo Nazionale della Ceramica Duca di Martina,1927,Италия,6389,1500,
Museo Nazionale della Ceramica Duca di Martina,1927,Италия,6389,2500,
Museo Nazionale della Ceramica Duca di Martina,1927,Италия,15739,1500,
Museo Nazionale della Ceramica Duca di Martina,1927,Италия,15739,2500,
Museo Nazionale della Ceramica Duca di Martina,1927,Италия,16109,1500,
Museo Nazionale della Ceramica Duca di Martina,1927,Италия,16109,2500,
Museo Nazionale della Ceramica Duca di Martina,1927,Италия,24874,1500,
Museo Nazionale della Ceramica Duca di Martina,1927,Италия,24874,2500,
Museo sperimentale d'arte contemporanea,1993,Италия,2000,320,
Museo sperimentale d'arte contemporanea,1993,Италия,3000,320,
Museo sperimentale d'arte contemporanea,1993,Италия,300,320,
Museo sperimentale d'arte contemporanea,1993,Италия,600,320,
Campanian Provincial Museum of Capua,1869,Италия,200,200,
Campanian Provincial Museum of Capua,1869,Италия,200,400,
Campanian Provincial Museum of Capua,1869,Италия,200,7500,
Campanian Provincial Museum of Capua,1869,Италия,80,200,
Campanian Provincial Museum of Capua,1869,Италия,80,400,
Campanian Provincial Museum of Capua,1869,Италия,80,7500,
Campanian Provincial Museum of Capua,1869,Италия,12000,200,
Campanian Provincial Museum of Capua,1869,Италия,12000,400,
Campanian Provincial Museum of Capua,1869,Италия,12000,7500,
Campanian Provincial Museum of Capua,1869,Италия,230,200,
Campanian Provincial Museum of Capua,1869,Италия,230,400,
Campanian Provincial Museum of Capua,1869,Италия,200,6890,
Campanian Provincial Museum of Capua,1869,Италия,230,7500,
Campanian Provincial Museum of Capua,1869,Италия,80,6890,
Campanian Provincial Museum of Capua,1869,Италия,12000,6890,
Campanian Provincial Museum of Capua,1869,Италия,230,6890,
Campanian Provincial Museum of Capua,1869,Италия,5500,200,
Campanian Provincial Museum of Capua,1869,Италия,5500,400,
Campanian Provincial Museum of Capua,1869,Италия,5500,7500,
Campanian Provincial Museum of Capua,1869,Италия,5500,6890,
Campanian Provincial Museum of Capua,1869,Италия,8800,200,
Campanian Provincial Museum of Capua,1869,Италия,8800,400,
Campanian Provincial Museum of Capua,1869,Италия,8800,7500,
Campanian Provincial Museum of Capua,1869,Италия,8800,6890,
Campanian Provincial Museum of Capua,1869,Италия,3061,200,
Campanian Provincial Museum of Capua,1869,Италия,3061,400,
Campanian Provincial Museum of Capua,1869,Италия,3061,7500,
Campanian Provincial Museum of Capua,1869,Италия,3061,6890,
Campanian Provincial Museum of Capua,1869,Италия,13259,200,
Campanian Provincial Museum of Capua,1869,Италия,13259,400,
Campanian Provincial Museum of Capua,1869,Италия,13259,7500,
Campanian Provincial Museum of Capua,1869,Италия,13259,6890,
"National Museum of Medieval and Modern Art, Arezzo",1972,Италия,3801,2692,
"Pinacoteca parrocchiale (Corridonia, Italy)",1960,Италия,1000,43,
"Pinacoteca parrocchiale (Corridonia, Italy)",1960,Италия,300,43,
"Pinacoteca parrocchiale (Corridonia, Italy)",1960,Италия,500,43,
Regional Museum of Pottery,1898,Италия,5100,1500,
Regional Museum of Pottery,1898,Италия,5100,2600,
Regional Museum of Pottery,1898,Италия,2750,1500,
Regional Museum of Pottery,1898,Италия,2750,2600,
Regional Museum of Pottery,1898,Италия,7780,1500,
Regional Museum of Pottery,1898,Италия,7780,2600,
Regional Museum of Pottery,1898,Италия,3127,1500,
Regional Museum of Pottery,1898,Италия,3127,2600,
Regional Museum of Pottery,1898,Италия,7856,1500,
Regional Museum of Pottery,1898,Италия,7856,2600,
Q3868450,1981,Италия,500,100,
Q3868450,1981,Италия,500,430,
Q3868450,1981,Италия,2190,100,
Q3868450,1981,Италия,2190,430,
Q3868450,1981,Италия,667,100,
Q3868450,1981,Италия,667,430,
Q3868450,1981,Италия,1311,100,
Q3868450,1981,Италия,1311,430,
Q3868450,1981,Италия,2401,100,
Q3868450,1981,Италия,2401,430,
"Be-Go, Benozzo Gozzoli museum",1987,Италия,1046,400,
"Be-Go, Benozzo Gozzoli museum",1987,Италия,1046,301,
"Be-Go, Benozzo Gozzoli museum",1987,Италия,2276,400,
"Be-Go, Benozzo Gozzoli museum",1987,Италия,2276,301,
"Be-Go, Benozzo Gozzoli museum",1987,Италия,3976,400,
"Be-Go, Benozzo Gozzoli museum",1987,Италия,3976,301,
"Be-Go, Benozzo Gozzoli museum",1987,Италия,6062,400,
"Be-Go, Benozzo Gozzoli museum",1987,Италия,6062,301,
"Be-Go, Benozzo Gozzoli museum",1987,Италия,7601,400,
"Be-Go, Benozzo Gozzoli museum",1987,Италия,7601,301,
Monumental Complex of San Francesco,1980,Италия,7940,3500,
Monumental Complex of San Francesco,1980,Италия,7940,3170,
Monumental Complex of San Francesco,1980,Италия,28570,3500,
Monumental Complex of San Francesco,1980,Италия,28570,3170,
Monumental Complex of San Francesco,1980,Италия,11306,3500,
Monumental Complex of San Francesco,1980,Италия,11306,3170,
Monumental Complex of San Francesco,1980,Италия,30166,3500,
Monumental Complex of San Francesco,1980,Италия,30166,3170,
"Church of Misericordia, San Casciano",1,Италия,1200,180,
"Church of Misericordia, San Casciano",1,Италия,1200,220,
"Church of Misericordia, San Casciano",1,Италия,1500,180,
"Church of Misericordia, San Casciano",1,Италия,1500,220,
"Church of Misericordia, San Casciano",1,Италия,55,180,
"Church of Misericordia, San Casciano",1,Италия,55,220,
"Church of Misericordia, San Casciano",1,Италия,715,180,
"Church of Misericordia, San Casciano",1,Италия,715,220,
Applied Arts Collection of Milan,1878,Италия,,4500,
Civica raccolta delle stampe Achille Bertarelli,1925,Италия,,200,
Bologna City Art Collections,1936,Италия,7234,2300,
Bologna City Art Collections,1936,Италия,7234,2458,
Bologna City Art Collections,1936,Италия,23895,2300,
Bologna City Art Collections,1936,Италия,23895,2458,
Bologna City Art Collections,1936,Италия,40587,2300,
Bologna City Art Collections,1936,Италия,40587,2458,
Bologna City Art Collections,1936,Италия,46156,2300,
Bologna City Art Collections,1936,Италия,46156,2458,
Bologna City Art Collections,1936,Италия,60185,2300,
Bologna City Art Collections,1936,Италия,60185,2458,
Сантуарий Святой Девы Марии чудес,1498,Италия,,90,
Accademia Tadini,1829,Италия,1578,1800,
Accademia Tadini,1829,Италия,1578,1194,
Accademia Tadini,1829,Италия,2732,1800,
Accademia Tadini,1829,Италия,2732,1194,
Accademia Tadini,1829,Италия,6619,1800,
Accademia Tadini,1829,Италия,6619,1194,
Accademia Tadini,1829,Италия,7282,1800,
Accademia Tadini,1829,Италия,7282,1194,
Accademia Tadini,1829,Италия,11404,1800,
Accademia Tadini,1829,Италия,11404,1194,
Santa Maria della Fraternità,2012,Италия,1000,100,
Santa Maria della Fraternità,2012,Италия,1000,200,
Santa Maria della Fraternità,2012,Италия,1200,100,
Santa Maria della Fraternità,2012,Италия,1200,200,
Santa Maria della Fraternità,2012,Италия,250,100,
Santa Maria della Fraternità,2012,Италия,250,200,
Santa Maria della Fraternità,2012,Италия,276,100,
Santa Maria della Fraternità,2012,Италия,276,200,
Santa Maria della Fraternità,2012,Италия,964,100,
Santa Maria della Fraternità,2012,Италия,964,200,
Fondazione Magnani-Rocca,1950,Италия,33000,1000,
Fondazione Magnani-Rocca,1950,Италия,33000,1500,
Fondazione Magnani-Rocca,1950,Италия,3500,1000,
Fondazione Magnani-Rocca,1950,Италия,3500,1500,
Fondazione Magnani-Rocca,1950,Италия,36000,1000,
Fondazione Magnani-Rocca,1950,Италия,36000,1500,
Fondazione Magnani-Rocca,1950,Италия,37000,1000,
Fondazione Magnani-Rocca,1950,Италия,37000,1500,
Fondazione Magnani-Rocca,1950,Италия,30500,1000,
Fondazione Magnani-Rocca,1950,Италия,30500,1500,
Fondazione Magnani-Rocca,1977,Италия,33000,1000,
Fondazione Magnani-Rocca,1977,Италия,33000,1500,
Fondazione Magnani-Rocca,1977,Италия,3500,1000,
Fondazione Magnani-Rocca,1977,Италия,3500,1500,
Fondazione Magnani-Rocca,1977,Италия,36000,1000,
Fondazione Magnani-Rocca,1977,Италия,36000,1500,
Fondazione Magnani-Rocca,1977,Италия,30500,1000,
Fondazione Magnani-Rocca,1977,Италия,30500,1500,
Pio Monte della Misericordia,1602,Италия,95420,1000,
Pio Monte della Misericordia,1602,Италия,23376,1000,
Complesso di santa Caterina,2003,Италия,6000,2600,
Complesso di santa Caterina,2003,Италия,98000,2600,
Complesso di santa Caterina,2003,Италия,6000,3675,
Complesso di santa Caterina,2003,Италия,98000,3675,
Complesso di santa Caterina,2003,Италия,28250,2600,
Complesso di santa Caterina,2003,Италия,28250,3675,
Complesso di santa Caterina,2003,Италия,3645,2600,
Complesso di santa Caterina,2003,Италия,3645,3675,
Pio Monte della Misericordia,1602,Италия,41141,1000,
Complesso di santa Caterina,2003,Италия,15111,2600,
Complesso di santa Caterina,2003,Италия,15111,3675,
Pio Monte della Misericordia,1602,Италия,86041,1000,
Pio Monte della Misericordia,1602,Италия,92492,1000,
Castello di Rivalta,1450,Италия,10000,500,
Castello di Rivalta,1450,Италия,13000,500,
Collezione Maramotti,2007,Италия,10000,5000,
Collezione Maramotti,2007,Италия,10000,9000,
Collezione Maramotti,2007,Италия,6800,5000,
Collezione Maramotti,2007,Италия,6800,9000,
Collezione Maramotti,2007,Италия,2910,5000,
Collezione Maramotti,2007,Италия,2910,9000,
Палаццо Леони Монтанари,1678,Италия,80000,2700,
Палаццо Леони Монтанари,1678,Италия,22000,2700,
Палаццо Леони Монтанари,1678,Италия,80000,2586,
Палаццо Леони Монтанари,1678,Италия,22000,2586,
Палаццо Леони Монтанари,1678,Италия,15820,2700,
Палаццо Леони Монтанари,1678,Италия,15820,2586,
Палаццо Леони Монтанари,1999,Италия,80000,2700,
Палаццо Леони Монтанари,1999,Италия,22000,2700,
Палаццо Леони Монтанари,1999,Италия,80000,2586,
Палаццо Леони Монтанари,1999,Италия,22000,2586,
Палаццо Леони Монтанари,1999,Италия,15820,2700,
Палаццо Леони Монтанари,1999,Италия,15820,2586,
Палаццо Леони Монтанари,1678,Италия,50628,2700,
Палаццо Леони Монтанари,1678,Италия,50628,2586,
Палаццо Леони Монтанари,1999,Италия,50628,2700,
Палаццо Леони Монтанари,1999,Италия,50628,2586,
National Galleries of Palazzo Spinola,1959,Италия,5978,1352,
National Galleries of Palazzo Spinola,1959,Италия,5978,2081,
National Galleries of Palazzo Spinola,1959,Италия,9724,1352,
National Galleries of Palazzo Spinola,1959,Италия,9724,2081,
National Galleries of Palazzo Spinola,1959,Италия,24144,1352,
National Galleries of Palazzo Spinola,1959,Италия,24144,2081,
National Galleries of Palazzo Spinola,1959,Италия,27731,1352,
National Galleries of Palazzo Spinola,1959,Италия,27731,2081,
National Galleries of Palazzo Spinola,1959,Италия,31136,1352,
National Galleries of Palazzo Spinola,1959,Италия,31136,2081,
Фонд Кверини Стампалья,1869,Италия,26044,1500,12903
Фонд Кверини Стампалья,1869,Италия,26044,550,12903
Фонд Кверини Стампалья,1869,Италия,41312,1500,12903
Фонд Кверини Стампалья,1869,Италия,41312,550,12903
Фонд Кверини Стампалья,1869,Италия,50158,1500,12903
Фонд Кверини Стампалья,1869,Италия,50158,550,12903
Фонд Кверини Стампалья,1869,Италия,52845,1500,12903
Фонд Кверини Стампалья,1869,Италия,52845,550,12903
Naples Academy of Fine Arts,1891,Италия,3000,1100,
Gipsoteca canoviana,1832,Италия,23000,800,
Gipsoteca canoviana,1832,Италия,23000,12000,
Gipsoteca canoviana,1832,Италия,43000,800,
Gipsoteca canoviana,1832,Италия,43000,12000,
Gipsoteca canoviana,1832,Италия,33123,800,
Gipsoteca canoviana,1832,Италия,33123,12000,
Gipsoteca canoviana,1832,Италия,47514,800,
galleria comunale d'arte,1700,Италия,2655,1450,
galleria comunale d'arte,1700,Италия,2655,1890,
Galleria Civica d'Arte Moderna e Contemporanea di Latina,1937,Италия,8000,300,
Galleria Civica d'Arte Moderna e Contemporanea di Latina,1937,Италия,8000,640,
galleria comunale d'arte,1700,Италия,4645,1450,
galleria comunale d'arte,1700,Италия,4645,1890,
galleria comunale d'arte,1700,Италия,7673,1450,
galleria comunale d'arte,1700,Италия,7673,1890,
galleria comunale d'arte,1700,Италия,10736,1450,
galleria comunale d'arte,1700,Италия,10736,1890,
galleria comunale d'arte,1700,Италия,11252,1450,
galleria comunale d'arte,1700,Италия,11252,1890,
"Galleria d'arte moderna ""Raccolta Lercaro""",1971,Италия,2000,700,
"Galleria d'arte moderna ""Raccolta Lercaro""",1971,Италия,2000,1600,
"Galleria d'arte moderna ""Raccolta Lercaro""",1971,Италия,5000,700,
"Galleria d'arte moderna ""Raccolta Lercaro""",1971,Италия,5000,1600,
"Galleria d'arte moderna ""Raccolta Lercaro""",1971,Италия,2400,700,
"Galleria d'arte moderna ""Raccolta Lercaro""",1971,Италия,2400,1600,
"Galleria d'arte moderna ""Raccolta Lercaro""",1971,Италия,4500,700,
"Galleria d'arte moderna ""Raccolta Lercaro""",1971,Италия,4500,1600,
Galleria d'arte moderna di Roma Capitale,1883,Италия,17000,600,
"Galleria d'arte moderna ""Raccolta Lercaro""",1971,Италия,3250,700,
"Galleria d'arte moderna ""Raccolta Lercaro""",1971,Италия,3250,1600,
Galleria d'arte moderna Ricci Oddi,1931,Италия,9000,3000,
Galleria d'arte moderna Ricci Oddi,1931,Италия,9000,1710,
Galleria d'arte moderna Ricci Oddi,1931,Италия,2052,3000,
Galleria d'arte moderna Ricci Oddi,1931,Италия,2052,1710,
Galleria d'arte moderna Ricci Oddi,1931,Италия,7223,3000,
Galleria d'arte moderna Ricci Oddi,1931,Италия,7223,1710,
Galleria d'arte moderna Ricci Oddi,1931,Италия,8083,3000,
Galleria d'arte moderna Ricci Oddi,1931,Италия,8083,1710,
Galleria d'arte moderna Ricci Oddi,1931,Италия,8209,3000,
Galleria d'arte moderna Ricci Oddi,1931,Италия,8209,1710,
Galleria d'arte moderna di Roma Capitale,1883,Италия,14104,600,
Galleria d'arte moderna di Roma Capitale,1883,Италия,24432,600,
Galleria d'arte moderna di Roma Capitale,1883,Италия,38905,600,
Fondazione Magnani-Rocca,1977,Италия,37000,1000,
Fondazione Magnani-Rocca,1977,Италия,37000,1500,
Галерея современного искусства (Турин),1895,Италия,84700,4900,
Галерея Спада,1927,Италия,12772,600,
Галерея современного искусства (Милан),1921,Италия,15259,2000,
Галерея современного искусства (Милан),1921,Италия,15259,2500,
Галерея Спада,1927,Италия,23747,600,
Галерея современного искусства (Милан),1921,Италия,26803,2000,
Галерея современного искусства (Милан),1921,Италия,26803,2500,
Галерея Спада,1927,Италия,49997,600,
Галерея Спада,1927,Италия,51857,600,
Галерея Спада,1927,Италия,52345,600,
Галерея современного искусства (Турин),1895,Италия,66633,4900,
Галерея современного искусства (Милан),1921,Италия,67418,2000,
Галерея современного искусства (Милан),1921,Италия,67418,2500,
Галерея современного искусства (Милан),1921,Италия,76517,2000,
Галерея современного искусства (Милан),1921,Италия,76517,2500,
Галерея современного искусства (Милан),1921,Италия,94153,2000,
Галерея современного искусства (Милан),1921,Италия,94153,2500,
Фонд Кверини Стампалья,1869,Италия,28500,1500,12903
Фонд Кверини Стампалья,1869,Италия,28500,550,12903
Галерея современного искусства (Турин),1895,Италия,185216,4900,
Museo dell'Opera del Duomo,1967,Италия,12030,840,
Museo dell'Opera del Duomo,1967,Италия,12030,955,
Museo dell'Opera del Duomo,1967,Италия,3757,840,
Museo dell'Opera del Duomo,1967,Италия,3757,955,
Museo dell'Opera del Duomo,1967,Италия,4775,840,
Museo dell'Opera del Duomo,1967,Италия,4775,955,
Museo dell'Opera del Duomo,1967,Италия,7777,840,
Museo dell'Opera del Duomo,1967,Италия,7777,955,
Museum of the Treasure of St. Gennaro,2003,Италия,100000,1000,
Museum of the Treasure of St. Gennaro,2003,Италия,100000,400,
Museum of the Treasure of St. Gennaro,2003,Италия,80000,1000,
Museum of the Treasure of St. Gennaro,2003,Италия,80000,400,
Museum of the Treasure of St. Gennaro,2003,Италия,110000,1000,
Museum of the Treasure of St. Gennaro,2003,Италия,110000,400,
Museum of the Treasure of St. Gennaro,2003,Италия,1200,1000,
Museum of the Treasure of St. Gennaro,2003,Италия,1200,400,
Museum of the Treasure of St. Gennaro,2003,Италия,92000,1000,
Museum of the Treasure of St. Gennaro,2003,Италия,92000,400,
Museo Bologna-Buonsignori,1983,Италия,,195,
Museo Richard-Ginori,1965,Италия,,1300,
Sforza Castle Civic Museums,1862,Италия,383580,10500,
Sforza Castle Civic Museums,1862,Италия,76033,10500,
Sforza Castle Civic Museums,1862,Италия,150463,10500,
Sforza Castle Civic Museums,1862,Италия,469047,10500,
Музей Бардини,1925,Италия,7100,1256,
Музей Фонда Аккорси-Ометто,1999,Италия,32495,1200,
Музей Фонда Аккорси-Ометто,1999,Италия,35269,1200,
Музей Фонда Аккорси-Ометто,1999,Италия,50979,1200,
Sforza Castle Civic Museums,1862,Италия,582101,10500,
Музей Фонда Аккорси-Ометто,1999,Италия,77037,1200,
Museo Civico d'Arte Antica,1934,Италия,92201,6779,
Museo Civico d'Arte Antica,1934,Италия,101924,6779,
Masaccio Museum,2002,Италия,5450,250,
Masaccio Museum,2002,Италия,2058,250,
Masaccio Museum,2002,Италия,2229,250,
Masaccio Museum,2002,Италия,4177,250,
Museo Civico d'Arte Antica,1934,Италия,235388,6779,
Museo Civico d'Arte Antica,1934,Италия,319001,6779,
Civic Museum of Palazzo Mosca,1936,Италия,4962,922,
Civic Museum of Palazzo Mosca,1936,Италия,7887,922,
Civic Museum of Palazzo Mosca,1936,Италия,10442,922,
Civic Museum of Palazzo Mosca,1936,Италия,14888,922,
Civic Museum of Palazzo Mosca,1936,Италия,15937,922,
Musei di Strada Nuova,2004,Италия,11588,11800,
Musei di Strada Nuova,2004,Италия,11588,8744,
Musei di Strada Nuova,2004,Италия,28576,11800,
Musei di Strada Nuova,2004,Италия,28576,8744,
Museo Baroffio e del Sacro Monte,1900,Италия,77,300,
Museo Baroffio e del Sacro Monte,1900,Италия,77,400,
Museo Baroffio e del Sacro Monte,1900,Италия,2157,300,
Museo Baroffio e del Sacro Monte,1900,Италия,2157,400,
Museo Baroffio e del Sacro Monte,1900,Италия,2361,300,
Museo Baroffio e del Sacro Monte,1900,Италия,2361,400,
Museo Baroffio e del Sacro Monte,1900,Италия,2727,300,
Museo Baroffio e del Sacro Monte,1900,Италия,2727,400,
Museo Baroffio e del Sacro Monte,1900,Италия,4814,300,
Museo Baroffio e del Sacro Monte,1900,Италия,4814,400,
Museo Borgogna (Vercelli),1907,Италия,1283,3000,
Museo Borgogna (Vercelli),1907,Италия,3572,3000,
Museo Borgogna (Vercelli),1907,Италия,4518,3000,
Museo Borgogna (Vercelli),1907,Италия,7098,3000,
Museo Carandente,2000,Италия,4876,1200,
Museo Carandente,2000,Италия,6363,1200,
Museo Carandente,2000,Италия,10694,1200,
Museo Carandente,2000,Италия,11097,1200,
Musei di Strada Nuova,2004,Италия,78916,11800,
Musei di Strada Nuova,2004,Италия,78916,8744,
Musei di Strada Nuova,2004,Италия,151433,11800,
Musei di Strada Nuova,2004,Италия,151433,8744,
Museo Emanuele Barba,1823,Италия,5000,300,
Museo Emanuele Barba,1823,Италия,2500,300,
Museo Emanuele Barba,1823,Италия,4603,300,
Musei di Strada Nuova,2004,Италия,167166,11800,
Musei di Strada Nuova,2004,Италия,167166,8744,
Museo Guttuso,1973,Италия,9400,3000,
Museo Guttuso,1973,Италия,9400,4000,
Museo Guttuso,1973,Италия,4479,3000,
Museo Guttuso,1973,Италия,4479,4000,
Museo Mario Praz,1995,Италия,288,350,
Museo Mario Praz,1995,Италия,288,215,
Museo Mario Praz,1995,Италия,2046,350,
Museo Mario Praz,1995,Италия,2046,215,
Museo Mario Praz,1995,Италия,2441,350,
Museo Mario Praz,1995,Италия,2441,215,
Museo Guttuso,1973,Италия,9114,3000,
Museo Guttuso,1973,Италия,9114,4000,
Museo Guttuso,1973,Италия,10097,3000,
Museo Guttuso,1973,Италия,10097,4000,
Museo Guttuso,1973,Италия,10158,3000,
Museo Guttuso,1973,Италия,10158,4000,
Museo Pio IX,1892,Италия,1120,354,
Museo Pio IX,1892,Италия,1120,355,
Museo Pio IX,1892,Италия,702,354,
Museo Pio IX,1892,Италия,702,355,
Museo Pio IX,1892,Италия,2367,354,
Museo Pio IX,1892,Италия,2367,355,
Museum Adriano Bernareggi,2000,Италия,15000,1500,
Museum Adriano Bernareggi,2000,Италия,15000,2600,
Museum Adriano Bernareggi,2000,Италия,12392,1500,
Museum Adriano Bernareggi,2000,Италия,12392,2600,
Palazzo Pretorio Museum,1858,Италия,7828,2100,
Palazzo Pretorio Museum,1858,Италия,7828,1780,
Palazzo Pretorio Museum,1858,Италия,10157,2100,
Palazzo Pretorio Museum,1858,Италия,10157,1780,
Palazzo Pretorio Museum,1858,Италия,11314,2100,
Palazzo Pretorio Museum,1858,Италия,11314,1780,
Palazzo Pretorio Museum,1858,Италия,18062,2100,
Palazzo Pretorio Museum,1858,Италия,18062,1780,
Pinacoteca Mus'a al Canopoleno,2001,Италия,853,4000,
Pinacoteca Mus'a al Canopoleno,2001,Италия,853,2200,
Pinacoteca Mus'a al Canopoleno,2001,Италия,1298,4000,
Pinacoteca Mus'a al Canopoleno,2001,Италия,1298,2200,
